Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Popularity,Track Features,Lyrics
FTCU,Nicki Minaj,87,"hip pop, pop, queens hip hop, rap",Pink Friday 2,0.84,"{'danceability': 0.928, 'energy': 0.458, 'key': 11, 'loudness': -6.751, 'mode': 1, 'speechiness': 0.187, 'acousticness': 0.0175, 'instrumentalness': 0.000446, 'liveness': 0.118, 'valence': 0.242, 'tempo': 144.995, 'type': 'audio_features', 'id': '1a73gcEg6h6Re6hHXoVltJ', 'uri': 'spotify:track:1a73gcEg6h6Re6hHXoVltJ', 'track_href': 'https://api.spotify.com/v1/tracks/1a73gcEg6h6Re6hHXoVltJ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1a73gcEg6h6Re6hHXoVltJ', 'duration_ms': 172138, 'time_signature': 4}","
 Fuck club  fuck  fuck club  Flocka  
 Fuck club  fuck  fuck club  Flocka  
 Fuck club  fuck  fuck club  Flocka  
  ATL Jacob  fuckin  millionare  Yeah 
 Fuck club  fuck  fuck club  Yeah  yeah  yeah  yeah  Flocka  
 Fuck club  fuck  fuck club  Yeah  yeah  yeah  Flocka  
 Fuck club  fuck  fuck club  Yeah  yeah  yeah  Flocka  
 Fuck club  fuck  fuck club  Flocka  

  
 Ayo  tell em Sleeze  tellin    Okay  prove  
 leave bitches read  know blew 
 tell em movin  units  videos  gon  view 
 Spotify ai got ta lie  streamin  music  Woo  
 bitches crown  thеy fuck lose  nah 
 wave  wavе tellin  em bye 
 Bitch  ai twinnin   ai fraternal identical 
  bitch  know invisible 

  
 Mm  wanna play Nicki  
 Got power  tell niggas   Spray like 50   Brr  
 Come  bitch  milli  Richie 
 Minus like    sissy 
 Nicki Minaj LiveGet tickets low  60You like 
 Fuck club  fuck  fuck club  Flocka  
 Fuck club  fuck  fuck club  Flocka  
 Fuck club  fuck  fuck club  Flocka  
 Fuck club  fuck  fuck club  Flocka  

  
 Yeah  high heels tippies 
 Dolce  Gabbana  titties 
 Cop Vetements ride dickie 
 got juice  bitch  buy sippie 
 slippy like Mickey 
 Stay Tory lane  bitch  Iggy 
 know niggas tryna bang like Chiddy 
 catch  nigga  throw ya mitty 

  
 Uh  wanna play Nicki  
 Got power  tell niggas   Spray like 50  
 Distribute million dollars worth brickies 
 Told em  cut   bitchy 

  
 Mm  tens 
  tens 
 tens 
 away  ate  win 
 Mm  tens 
  tens 
 tens 
 away  ate again6Embed"
Sensational (feat. Davido & Lojay),Chris Brown,86,"r&b, rap",Sensational (feat. Davido & Lojay),0.69,"{'danceability': 0.774, 'energy': 0.611, 'key': 6, 'loudness': -7.077, 'mode': 1, 'speechiness': 0.126, 'acousticness': 0.108, 'instrumentalness': 0, 'liveness': 0.116, 'valence': 0.808, 'tempo': 100.011, 'type': 'audio_features', 'id': '5HM5trJxTouv3eUVcbW8sh', 'uri': 'spotify:track:5HM5trJxTouv3eUVcbW8sh', 'track_href': 'https://api.spotify.com/v1/tracks/5HM5trJxTouv3eUVcbW8sh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5HM5trJxTouv3eUVcbW8sh', 'duration_ms': 231109, 'time_signature': 4}","
 KID LAROI  Jung Kook  Central Cee  
 Charli XCX  Sam Smith  City 
 beabadoobee  Laufey  Night Remember 
 Rolling Stones  Mess 
 21 Savage  d4vd  Revenge  Duty  Modern Warfare 3  
 Sabrina Carpenter  Knew Trouble  Spotify Singles 
 Kali Uchis  Te Mata 
 2 Chainz  Lil Wayne  Presha 
 Chris Brown  Sensational  feat  Davido  Lojay  
 Gucci Mane  
 Fuerza Regida  EXCESOS 
 Sam Hunt  Came Closest 
 Sampha  Suspended 
 Chainsmokers  GRACEY  Think 
 City Girls  Work 
 Caroline Polachek  Dang 
 Slayyyter  Monster  Spotify Singles 
 YoungBoy Broke  Heard 
 Marshmello  Pnk  Sting  Dreaming 
 Dove Cameron  Lethal Woman 
 Steve Aoki  Paris Hilton  Lighter 
 Lil Tjay  Kyle Richh  Known 
 Mike   Different Breed  feat  Swae Lee  Latto  
 Ovy Drums  Quevedo  Yandel  GANGSTER  PQFNEDG  
 Restless Road  
 Searows  Funny 
 Bombay Bicycle Club  Damon Albarn  Heaven 
 Anitta  Mil Veces 
 Rick Ross  Meek Mill  Lyrical Eazy 
 Key Glock  Murder  Millions 
 IDLES  LCD Soundsystem  Dancer 
 ISOxo  how2fly 
 Griff  Walls 
 Kevin Abstract   
 Chris Lane  Mistake 
 Emei  711 
 Q  Hello 
 Dermot Kennedy  Sunday 
 YUNGBLUD  Oli Sykes  Bring Horizon  Happier 
 Flo Milli  BGC 
 william  J Balvin  LET 
 Arin Ray  Moonlight 
 Hans Williams  Georgia Walks 
 Morgan Wade  Halloween 
 Grupo Frontera  AMOR PROPIO 
 Maddie Zahm  Bedroom 
 Rare Occasions  Black Balloons 
 ivri  limbo 
 Mustafa  God 
 iann dior  Low Tide 
 Odetari  GREEN GOBLIN  Spotify Singles 
 Lola Brooke  Pit Stop  feat  French Montana  
 Wale  Max Julien 
 Sam Feldt  Sofiloud  Memories 
 Poolside  Sea Dreams 
 Danny Brown  Tantor 
 Zacari  Ty Dolla  ign  Ave Maria 
 Elmiene  Someday 
 Holly Macve  Suburban House 
 Gabito Ballesteros  Natanael Cano  LOU LOU 
 Sango  Drifted  feat  Jayla Darden   
 Jay Rock  Ab  Soul  Blowfly 
 Ross Lynch  DRIVER ERA  Rumors 
 Alkaline Trio  Blood  Hair  Eyeballs 
 MICHELLE  GLOW 
 Naomi Sharon  Push  feat  Omah Lay  
 EKKSTACY  bella 
 Mkgee  Star  Looking 
 Terrace Martin  Alex Isley  Glad Found 
 Brooke Ligertwood  Bless God 
 Jake Scott  Twice 
 BADBADNOTGOOD  Charlotte Day Wilson  Sleeper 
 Timbaland  Anna Margo  Way 
 UPSAHL  HANDS   
 Lyrical Lemonade  Lil Tracy  Corbin  Hello 
 BOYS LIKE GIRLS  MIRACLE 
 Vacations  Close Quarters 
 Kurt Vile  good year roses 
 Luke Grimes  Blue 
 Brandon Lake  PALM HAND 
 Sierra Ferrell  Fox Hunt 
 James Bay  Broken Pieces 
 TALK  History 
 Allison Russell  Church  Spotify Singles 
 New West  Retrograde 
 Knuckle Puck   
 Duckwrth  007  Jersey Mix   
 Jazzy  Stardust 
 Jockstrap  Good Girl 
 Justin Timberlake  Perfect 
 RealestK  Mr Lonely 
 Hotboii  ATL Jacob  NASA 
 Berhana  Wow  
 Jekalyn Carr  Carried  Jekalyn Version 
 Barry Swim  
 Mannequin Pussy  Know 
 Jane Remover  Backseat Girl 
 jigitz  time 
 CORPSE  DISDAINEmbed"
Where It Ends,Bailey Zimmerman,75,"contemporary country, modern country pop",Religiously. The Album.,0.8,"{'danceability': 0.431, 'energy': 0.837, 'key': 9, 'loudness': -5.067, 'mode': 1, 'speechiness': 0.0432, 'acousticness': 0.259, 'instrumentalness': 0, 'liveness': 0.0879, 'valence': 0.648, 'tempo': 170.041, 'type': 'audio_features', 'id': '0wXThIDxO3YRJCpPgnmbkw', 'uri': 'spotify:track:0wXThIDxO3YRJCpPgnmbkw', 'track_href': 'https://api.spotify.com/v1/tracks/0wXThIDxO3YRJCpPgnmbkw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0wXThIDxO3YRJCpPgnmbkw', 'duration_ms': 179294, 'time_signature': 4}","
 ends 
 broken roads tryin  mend 
 ends 
 breakin  
 lyin  said tryin  work things 
 broken 

  
 Went battle 
 Fought worst days 
 told love 

  
 thing thought lose 
 wanted loved 
 let gave second chance 
 like jet plane clear blue sky 
 Sun came shinin  lies 
 got pridе let happen 
 wherе ends 

  
 bury memories 
 everybody sees 
 Red flags said shoulda walked door 
 Bailey Zimmerman LiveGet tickets low  14You like 
 Went battle 
 Fought worst days 
 told love 

  
 thing thought lose 
 wanted loved 
 let gave second chance 
 like jet plane clear blue sky 
 Sun came shinin  lies 
 got pride let happen 
 ends  ends  ends 
 Yeah  ends 

  
 best thing happened 
 showed true love 
 found second gave 

  
 thing thought lose 
 wanted loved 
 let gave second chance  Second chance  
 like jet plane clear blue sky 
 Sun came shinin  lies 
 got pride let happen 
 endsEmbed"
Austin,Dasha,68,alt z,What Happens Now?,0.81,"{'danceability': 0.75, 'energy': 0.671, 'key': 0, 'loudness': -6.753, 'mode': 1, 'speechiness': 0.0532, 'acousticness': 0.468, 'instrumentalness': 3.75e-06, 'liveness': 0.108, 'valence': 0.738, 'tempo': 114.902, 'type': 'audio_features', 'id': '6b81dy3WjbozXK6b7C1gu5', 'uri': 'spotify:track:6b81dy3WjbozXK6b7C1gu5', 'track_href': 'https://api.spotify.com/v1/tracks/6b81dy3WjbozXK6b7C1gu5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6b81dy3WjbozXK6b7C1gu5', 'duration_ms': 171783, 'time_signature': 4}","
 plan  town  baby 
 West sand  talked lately 
 pack car  bring guitar jane smokin  
 thing dawn  queue songs goin 
 home  waited porch ya 
 Sat  morn   til 
 Got hunch gut snuck 
 cans damned  shit packed 

  
 boots stop workin   
 truck break   Truck break  
 burn money  
 ex find   Ex find  
  way 
 damn sure lost 
 goodbye 
 wish knew caused 
 whiskey flowin   
 fight   fight  
 nerves come  
 alibi   Alibi  
 way LA 
 forgotten 
 years 
 Drunk washed Austin 
 like 
 Hell bluff  believin  
 months plan leavin   
 happened  Bad habits  
  batshit  
 loved  tragic  oh  oh 

  
 boots stop workin   
 truck break   Truck break  
 burn money  
 ex find   Ex find  
  way 
 damn sure lost 
 goodbye 
 wish knew caused 
 whiskey flowin   
 fight   fight  
 nerves come  
 alibi   Alibi  
 way LA 
 forgotten 
 years 
 Drunk washed Austin 

  
 truck break  
 ex find outEmbed"
TÚ NAME,Fuerza Regida,88,"corrido, corridos tumbados, sad sierreno, sierreno",Dolido Pero No Arrepentido,0.86,"{'danceability': 0.76, 'energy': 0.747, 'key': 0, 'loudness': -5.083, 'mode': 0, 'speechiness': 0.0282, 'acousticness': 0.0675, 'instrumentalness': 2.73e-06, 'liveness': 0.309, 'valence': 0.884, 'tempo': 128.912, 'type': 'audio_features', 'id': '3FqUPvubYeRCMsdJ02QyZR', 'uri': 'spotify:track:3FqUPvubYeRCMsdJ02QyZR', 'track_href': 'https://api.spotify.com/v1/tracks/3FqUPvubYeRCMsdJ02QyZR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3FqUPvubYeRCMsdJ02QyZR', 'duration_ms': 152079, 'time_signature': 3}","1 ContributorTranslationsEnglishTÚ Lyrics 

  
 Ya te topo  ya vete la fregada 
 fui con camaradas  agarré otro culo como tú pero mejor 
 Mejor las daba y hasta mejor gritaba 
 Nos fuimos de shopping y le compré todo lo que nunca te compré 
 Y ya te busco  se quitó la maña 
 fui con la Briana  Juliana y la Tania  y con la que nada que ver 

  
 Party  party 
 La shorty dice  Daddy  daddy  
 te conozco  mami  mami 
 Se olvidó tu 
 Party  party 
 La shorty dice  Daddy  daddy  
 te conozco  mami  mami 
 Se olvidó tu 

  

  
 Todo por un cuerno  y ahora te la pelas 
 Ya eres la dueña y ahora por pendeja todo se te fue  bеbé 
 Yo sigo en mi cuento con pura  princesas 
 Nunca tuvе prisa  la vida de artista y pa  las fresas  príncipe 
 Fuerza Regida LiveGet tickets low  76You like 
 Party  party 
 La shorty dice  Daddy  daddy  
 te conozco  mami  mami 
 Se olvidó tu 
 Party  party 
 La shorty dice  Daddy  daddy  
 te conozco  mami  mami 
 Se olvidó tu 

  
 Cha  cha  cha  cha  cha  cha  cha  ey 
 Fuerza Regida 
 Party  party 
 La shorty dice  Daddy  daddy  
 te conozco  mami  mami 
 Se olvidó tu nameEmbed"
La Víctima,Xavi,84,sad sierreno,La Víctima,0.93,"{'danceability': 0.778, 'energy': 0.835, 'key': 11, 'loudness': -3.598, 'mode': 0, 'speechiness': 0.0767, 'acousticness': 0.152, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.666, 'tempo': 140.082, 'type': 'audio_features', 'id': '5XVdHRf4CAJ2Jm0uMIy5qY', 'uri': 'spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY', 'track_href': 'https://api.spotify.com/v1/tracks/5XVdHRf4CAJ2Jm0uMIy5qY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5XVdHRf4CAJ2Jm0uMIy5qY', 'duration_ms': 156346, 'time_signature': 4}","

  
 Ya pensé 
 Dos veces antes de que tú la juegues con que  ya yo sé  
 te hagas la víctima  tú sabes claramente lo que hiciste 
 Cometimos errores 
 Pero esta vez vuelvo porque te pasas de lanza 

  
 Y nunca fue bastante para que tú te calmaras en la puteada y ver 
 El hombre que te amaba lo valoraste y te pelaste por feria 
 Ahora quieres buscarme 
 Pero yo ya puedo porque ando por todas partes 
 Y AMG en mi caravana con toa la plebada fui pa  la privada aquella 
 Quise empedarme para pensarte y resultaste estar ahí 
 En medio de otros brazos 
 Y yo pensé que querías 
 Y otra vez con tus mentiras 

  
 La víctima 

  
 Ya pensé 
 Dos veces antes de que tú la juegues con que  ya yo sé  
 te hagas la víctima  tú sabes claramente lo que hiciste 
 Cometimos errores 
 Pero esta vez vuelvo porque te pasas de lanza 
 like 
 Y de una vez agarra tus cosas  pélate la verga 
 quiero volverte ver 
 Y vive esa vida que tanto querías 
 Malagradecida eres 
 quebraste el corazón porque pensé que querías 
 Y otra vez con tus mentirasEmbed"
Spin You Around (1/24),Morgan Wallen,87,contemporary country,Spin You Around (1/24),0.81,"{'danceability': 0.615, 'energy': 0.451, 'key': 4, 'loudness': -6.019, 'mode': 1, 'speechiness': 0.0272, 'acousticness': 0.796, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.658, 'tempo': 141.947, 'type': 'audio_features', 'id': '47Xj8eIAp7hYOOqArmkqZE', 'uri': 'spotify:track:47Xj8eIAp7hYOOqArmkqZE', 'track_href': 'https://api.spotify.com/v1/tracks/47Xj8eIAp7hYOOqArmkqZE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/47Xj8eIAp7hYOOqArmkqZE', 'duration_ms': 209427, 'time_signature': 4}","
 lookin  room 
  Bout time got nerve 
 tell  Boy hell naw  
 hell hurt  
 Cause wanna 

  
 Spin  dance floor 
 drunk love like 
 wind steal couple kisses 
 digits find right line 
 feelin  baby willin  
 best change mind 
 Cause way stole heart sign 
 Girl  oughta crime 

  
 Got pretty good feelin  takin  home 
 Gon na love got 
 slip night 
 want shot 
 hand 

  
 Spin  round dance floor 
 drunk love like 
 wind steal couple kisses 
 digits find right line 
 feelin  baby willin  
 best change mind 
 Cause way stole heart sign 
 Girl  oughta crime 
 Morgan Wallen LiveGet tickets low  22You like 
 fought bars  broken hearts 
 Ai nothin bad 
 Yeah  look disease 
 cure 

  
 wanna 
 Spin  round dance floor 
 drunk love like 
 wind steal couple kisses 
 digits find right line 
 feelin  baby willin  
 best change mind 
 Cause way stole heart 
 Yeah  way stole heart 
 Yeah  way stole heart sign 
 Girl  oughta crime 
 wanna spin tonight 
 wanna spin tonightEmbed"
Bandit,Don Toliver,83,"pop rap, rap, trap",Bandit,0.86,"{'danceability': 0.671, 'energy': 0.615, 'key': 1, 'loudness': -9.593, 'mode': 1, 'speechiness': 0.0955, 'acousticness': 0.00113, 'instrumentalness': 1.3e-06, 'liveness': 0.211, 'valence': 0.109, 'tempo': 130.031, 'type': 'audio_features', 'id': '7sTyAjxDXq9afwfSQy6D0s', 'uri': 'spotify:track:7sTyAjxDXq9afwfSQy6D0s', 'track_href': 'https://api.spotify.com/v1/tracks/7sTyAjxDXq9afwfSQy6D0s', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7sTyAjxDXq9afwfSQy6D0s', 'duration_ms': 147744, 'time_signature': 4}","
  love  
 Ride highway  rock bus  Rock  rock  
 house look like Army Plus   Ready  ready  
 Walk strip  gon  bust  Bust  woo  bust  

  
 damage  Bust  
 niggas stand  Bust  
 Psycho bandit  Bust  
 Like Marilyn Manson  Bust  
 Got cash  advance  Bust  
 Sprite enhance  Bust  
 Pull Wock  pantry  Bust  
 sip dancin   Bust  
 pop Perc  like Plan B  Bust  
 Oh  lit like candle 
 Boot car seat 
 Hold nigga ransom 
 Want  Better  Bust  
  geeked 
  Bout punch party  Woo  

  
 niggas ai fly  shit lookin  dummy  Yeah  
 bout fried  look likе mummy  Bust  
 gettin  cash  Monday Sunday 
 guess wo talk ai bout monеy  Bust  
 boys trap jump like bunny 
 Got pounds pills  ai nothin funny 
 fuck bitch cummin  
 got ta reach  bitch dumpin  
 like 
 Way slide coupe  boy  bitch hummin   Yeah  
 went  rocked bitch way summer  Woo  
 deep pot  deep like plumber  Deep  
  love   
 went fucked gave brother  Yeah  
 Eat dinner eat supper  Yeah  
  lil  nigga  sucker 
  lil  nigga  suck 

  
  love  
 Ride highway  rock bus  Rock  rock  
 house look like Army Plus   Ready  ready  
 Walk strip  gon  bust  Bust  bust  

  
 damage  Bust  
 niggas stand  Bust  
 Psycho bandit  Bust  
 Like Marilyn Manson  Bust  
 Got cash  advance  Bust  
 Sprite enhance  Bust  
 Pull Wock  pantry 

  
 niggas ai fly  shit lookin  dummy 
 bout fried  look like mummy 
 gettin  cash  Monday Sunday 
 guess wo talk ai bout money 
 boys trap jump like bunny 
 Got pounds pills  ai nothin funny 
 fuck bitch cummin  
 got ta reach  bitch dumpin  
  
 Ridin   bitch got TV  huh  
 Belt boy like BB  huh 
 Hide bush  wo  huh 
 underwater like seaweed  huh 
 lil  nigga wan   huh  
 45 creepin   huh 
 Drive  shootin  demon  huh 
 Fuck sayin   geekin   huh  Woo5Embed"
Oklahoma Smokeshow,Zach Bryan,88,classic oklahoma country,Summertime Blues,0.83,"{'danceability': 0.544, 'energy': 0.573, 'key': 8, 'loudness': -5.694, 'mode': 1, 'speechiness': 0.0356, 'acousticness': 0.0958, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.233, 'tempo': 122.977, 'type': 'audio_features', 'id': '0OWhKvvsHptt6vnnNUSM9a', 'uri': 'spotify:track:0OWhKvvsHptt6vnnNUSM9a', 'track_href': 'https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a', 'duration_ms': 211739, 'time_signature': 4}","
 dress bad boys like 
 know daddy ai home  ride tonight 
 wind puddle tears 
 boys angry lookin  blood 
 blue  old pickup truck 
 got gussied 

  
 whiskey Coke  nose bend 
 swears love damn godsend 
 known God child 
 play yard drеam day 
  Til world came took hеr dreamin  away 
 Told dress act smile 

  
 Oklahoma smokeshow 
 asshole home 
 alive 
 small  town bar scene 
 small vices kill big dreams 
 home  drunk drive 

  
  night 
 Thinkin  bout life 
 know 
 Cause small  town smokeshow 
   night 
 Thinkin  bout life 
 know 
 Cause small  town smokeshow 
 Zach Bryan LiveGet tickets low  29You like 
 dress bad boys like 
 know daddy ai home  ride tonight 
 wind puddle tears 
 boys angry lookin  blood 
 blue  old pickup truck 
 got gussied upEmbed"
Mmhmm,BigXthaPlug,77,southern hip hop,Mmhmm,0.77,"{'danceability': 0.93, 'energy': 0.682, 'key': 9, 'loudness': -8.799, 'mode': 1, 'speechiness': 0.331, 'acousticness': 0.028, 'instrumentalness': 0, 'liveness': 0.129, 'valence': 0.962, 'tempo': 126.003, 'type': 'audio_features', 'id': '1nQaTUDJ7Rc4yOvZmg9Ozr', 'uri': 'spotify:track:1nQaTUDJ7Rc4yOvZmg9Ozr', 'track_href': 'https://api.spotify.com/v1/tracks/1nQaTUDJ7Rc4yOvZmg9Ozr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1nQaTUDJ7Rc4yOvZmg9Ozr', 'duration_ms': 119016, 'time_signature': 4}","
  Ayo  BandPlay  
 Ayy 
  Let BandPlay  

  
 went  bought watch lot diamonds niggas time 
 Took trip Cali  hang Crips  play  high zaza 
 RIP Kobe  nigga fly  ball  fuck  skydive 
 chicken  went bought Williams  Rudy  big  ass Popeye 
 different bracket  life immaculate 
 hit  bows  know taxin  
 buying clothes  shit packages 
 robbed  cappin  
 know niggas throw sevens like Kaepernick 
 blind  thеn havin 
 Known city   average 
 Camе long way dope cabinet 

  
 Niggas know step  Uh  huh  
 gang rep  Uh  huh  
 Went Solomon  iced  neck  Uh  huh  
 Paid like Mitch  Mhm  
 havin shit  Mhm  
 Got step  started rapping months later  rich  Mhm  
 like 
 Nigga know stepper  step elegance 
 niggas felons 
 strapped post  hope Heaven  sent 
 spin  em wish spinned 
 niggas hoes  telling 
 Man  finna  stampin  
 bang  Hit cell ai reppin  shit 
 Left dog rain ai help 
 solid  ai dealt 
   come different  blessed 
 Went got Rollie  necklace 
 Thirty  die mess 
 got check 
 niggas po  po  swear irrelevant 
 Hatin  like know jealously 
 Knowing mad longer 

  
 Niggas know step  Uh  huh  
 gang rep  Uh  huh  
 Went Solomon  iced  neck  Uh  huh  
 Paid like Mitch  Mhm  
 havin shit  Mhm  
 Got step  started rapping months later  rich  MhmEmbed"
HARLEY QUINN,Fuerza Regida,88,"corrido, corridos tumbados, sad sierreno, sierreno",Pa las Baby's Y Belikeada,0.9,"{'danceability': 0.815, 'energy': 0.741, 'key': 1, 'loudness': -6.04, 'mode': 1, 'speechiness': 0.0569, 'acousticness': 0.0277, 'instrumentalness': 0.0183, 'liveness': 0.219, 'valence': 0.591, 'tempo': 125.031, 'type': 'audio_features', 'id': '6CvTEtGagmzQvkUzzyKR9k', 'uri': 'spotify:track:6CvTEtGagmzQvkUzzyKR9k', 'track_href': 'https://api.spotify.com/v1/tracks/6CvTEtGagmzQvkUzzyKR9k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6CvTEtGagmzQvkUzzyKR9k', 'duration_ms': 143327, 'time_signature': 4}","

  
 Baby  bésame la boca 
 Aunque te sepa vodka 
 Ese polvo rosa que te aloca provoca 
 Ahí  tán los escoltas  vida peligrosa 
 La corta en la bolsa 
 Niña  claro que se nota 

  
 En el antro bien coco 
 Y pongo bien loco  Loco  
 Con las luces en rojo 
 Y tu vato sabe que yo te provoco 
 Patrullando en lo  monstruo  
 Bien tapados los rostros 
 Bélico peligroso  tu culo redondo 

  
  Otro pedo  
 Fuerza Regida  viejo 
 Compa Marshmello 

  
 Fancy  ella es una fresa 
 Mueve su cadera  todos la desean 
 Crazy  la plebe está buеna 
 cuida la merca con mis metrallеtas 
 Se arma la loquera  Harley Quinn lista pa  guerra 
 like 
 En el antro bien coco 
 Y pongo bien loco  Loco  
 Con las luces en rojo 
 Y tu vato sabe que yo te provoco 
 Patrullando en lo  monstruo  
 Bien tapados los rostros 
 Bélico peligroso  tu culo redondo 

  
  Mafia  
  Babies  babies en el antro 
 siguen bailando 
 Quiere que la ponga en cuatro si ando maniaco 
 En el antro bien coco 
 Y pongo bien loco 
 Con las luces en rojo 
 Y tu vato sabe que yo te provoco 
 Jaja  jajaja  ja  

  
  Baby  
 Compa Marshmello 
 Estamos la orden  viejoEmbed"
PERRO NEGRO,Bad Bunny,95,"reggaeton, trap latino, urbano latino",nadie sabe lo que va a pasar mañana,0.92,"{'danceability': 0.911, 'energy': 0.778, 'key': 5, 'loudness': -2.248, 'mode': 1, 'speechiness': 0.262, 'acousticness': 0.0887, 'instrumentalness': 2.16e-05, 'liveness': 0.179, 'valence': 0.345, 'tempo': 96.057, 'type': 'audio_features', 'id': '7iQXYTyuG13aoeHxGG28Nh', 'uri': 'spotify:track:7iQXYTyuG13aoeHxGG28Nh', 'track_href': 'https://api.spotify.com/v1/tracks/7iQXYTyuG13aoeHxGG28Nh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7iQXYTyuG13aoeHxGG28Nh', 'duration_ms': 162768, 'time_signature': 4}","

  
 Al menos dame un perreíto  mor 

  
 Wow 
 Yo sabía que tú era  así 
 Te juro que ahora cae  mejor 
 contaron muchas cosas de ti 
 Pero eres más hijueputa que yo 
 Es de hacer  es de hablar 
 Suelta el cel pa  perrear 
 Pasto y tequi pa  entonar  yeah 

  
 Salió de roce al Poblao  ey  ey 
  Taba perdida y ahora anda en  lao   ey  ey 
 Uno prendío  y el otro está enrolao  еy  ey 
 Hoy es el día  por si mе probao  Yeah  yeah  yeah  yeah  ey  

  
 Vi que te dejaste de tu novio  baby  alegro 
 Vamo  celebrarlo en Perro Negro 
 Dile ese cabrón que tú quiere  arreglo 
 Dile tu pai que quiero que sea mi suegro 
 Mami  tiene  el party prendío  
 Sacó 2CB   toy sorprendío  
 dijo que la amiguita está pal trío  je 
 La loquita es un lío 
 Si le ponen reggaetón  marihuana 
 Hoy se parcha hasta las seis de la mañana 
 Quiero que salga  de mi mente y te meta  en mi cama  porque  je 
 Tú tiene  cara que tiene  la pussy linda 
 Que los dejas loco  enchulao  como Belinda 
 Menéame las chapa  hasta que rinda 
 Un hijo en la disco  voa dejarte encinta 
 like 
 Eh  eh  eh  eh  eh 
 importa cuál es la hora ni cuál es tu signo 
 Eh  eh  eh  eh  eh 
 Si el DJ fuera pastor  nos casábamo  aquí mismo 
 Eh  eh  eh  eh  eh 
 Baby  perrear con otro y conmigo es lo mismo 
 Eh  eh  eh  eh  eh 
 FERXXO 
 Bad Bunny  baby  bebé 

  
 Salió de roce al Poblao  ey  ey 
  Taba perdida y ahora anda en  lao   ey  ey 
 Uno prendío  y el otro está enrolao  ey  ey 
 Hoy es el día por si probao 
 Ey  ey  Wow  

  
 Mami  bronceaíta   solita 
 Lo de hoy lo tiene  que postear 
 andas solita  andas con un par 
 Una paisita  looks fine 
 Tiene un culo chimba y cara mejor 
 Negro el bolso  negro los Halls 
 Estabas triste  pero hoy 
 Tiene rosita sin ODEROI 
 Bebé  está encendía   prendía  
 Sale de noche y llega de día 
 Exótica  bandida 
 Una bebé  Real G  e por vida5Embed"
